Date,Day_of_Week,Meal_Type,Dish_Name,Is_Weekend,Is_Holiday,Is_Exam,Menu_Popularity,Quantity_Consumed
9/25/2024,2,Dinner,Paneer Bhurji,0,0,0,5,464
9/26/2024,3,Breakfast,Methi Prantha,0,0,0,2,387
9/26/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,459
9/26/2024,3,Dinner,Chana Masala,0,0,0,3,455
9/27/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,400
9/27/2024,4,Lunch,Channa Dal Rice,0,0,0,2,447
9/27/2024,4,Dinner,Cheese Chilli,0,0,0,5,459
9/28/2024,5,Breakfast,Aloo Prantha,1,0,0,4,301
9/28/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,377
9/28/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,310
9/29/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,309
9/29/2024,6,Lunch,Pudi White Channe,1,0,0,5,384
9/29/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,348
9/30/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,385
9/30/2024,0,Lunch,Rajma Rice,0,0,0,5,458
9/30/2024,0,Dinner,Aloo Gobhi,0,0,0,2,435
10/1/2024,1,Breakfast,Aloo Prantha,0,1,0,4,166
10/1/2024,1,Lunch,Black Channe Rice,0,1,0,3,180
10/1/2024,1,Dinner,Sarso Ka Saag,0,1,0,3,189
10/2/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,426
10/2/2024,2,Lunch,Fried Rice,0,0,0,4,476
10/2/2024,2,Dinner,Paneer Bhurji,0,0,0,5,491
10/3/2024,3,Breakfast,Methi Prantha,0,0,0,2,365
10/3/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,428
10/3/2024,3,Dinner,Chana Masala,0,0,0,3,442
10/4/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,418
10/4/2024,4,Lunch,Channa Dal Rice,0,0,0,2,422
10/4/2024,4,Dinner,Cheese Chilli,0,0,0,5,471
10/5/2024,5,Breakfast,Aloo Prantha,1,0,0,4,311
10/5/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,343
10/5/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,314
10/6/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,317
10/6/2024,6,Lunch,Pudi White Channe,1,0,0,5,388
10/6/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,346
10/7/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,397
10/7/2024,0,Lunch,Rajma Rice,0,0,0,5,457
10/7/2024,0,Dinner,Aloo Gobhi,0,0,0,2,443
10/8/2024,1,Breakfast,Aloo Prantha,0,0,0,4,410
10/8/2024,1,Lunch,Black Channe Rice,0,0,0,3,445
10/8/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,435
10/9/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,390
10/9/2024,2,Lunch,Fried Rice,0,0,0,4,467
10/9/2024,2,Dinner,Paneer Bhurji,0,0,0,5,478
10/10/2024,3,Breakfast,Methi Prantha,0,0,0,2,372
10/10/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,458
10/10/2024,3,Dinner,Chana Masala,0,0,0,3,435
10/11/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,406
10/11/2024,4,Lunch,Channa Dal Rice,0,0,0,2,444
10/11/2024,4,Dinner,Cheese Chilli,0,0,0,5,472
10/12/2024,5,Breakfast,Aloo Prantha,1,0,0,4,313
10/12/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,358
10/12/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,346
10/13/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,312
10/13/2024,6,Lunch,Pudi White Channe,1,0,0,5,382
10/13/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,329
10/14/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,410
10/14/2024,0,Lunch,Rajma Rice,0,0,0,5,473
10/14/2024,0,Dinner,Aloo Gobhi,0,0,0,2,436
10/15/2024,1,Breakfast,Aloo Prantha,0,0,0,4,400
10/15/2024,1,Lunch,Black Channe Rice,0,0,0,3,436
10/15/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,445
10/16/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,428
10/16/2024,2,Lunch,Fried Rice,0,0,0,4,467
10/16/2024,2,Dinner,Paneer Bhurji,0,0,0,5,459
10/17/2024,3,Breakfast,Methi Prantha,0,0,0,2,379
10/17/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,436
10/17/2024,3,Dinner,Chana Masala,0,0,0,3,430
10/18/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,408
10/18/2024,4,Lunch,Channa Dal Rice,0,0,0,2,435
10/18/2024,4,Dinner,Cheese Chilli,0,0,0,5,486
10/19/2024,5,Breakfast,Aloo Prantha,1,0,0,4,325
10/19/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,377
10/19/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,320
10/20/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,328
10/20/2024,6,Lunch,Pudi White Channe,1,0,0,5,377
10/20/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,339
10/21/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,391
10/21/2024,0,Lunch,Rajma Rice,0,0,0,5,468
10/21/2024,0,Dinner,Aloo Gobhi,0,0,0,2,436
10/22/2024,1,Breakfast,Aloo Prantha,0,0,0,4,393
10/22/2024,1,Lunch,Black Channe Rice,0,0,0,3,431
10/22/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,459
10/23/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,398
10/23/2024,2,Lunch,Fried Rice,0,0,0,4,447
10/23/2024,2,Dinner,Paneer Bhurji,0,0,0,5,471
10/24/2024,3,Breakfast,Methi Prantha,0,0,0,2,392
10/24/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,456
10/24/2024,3,Dinner,Chana Masala,0,0,0,3,432
10/25/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,427
10/25/2024,4,Lunch,Channa Dal Rice,0,0,0,2,412
10/25/2024,4,Dinner,Cheese Chilli,0,0,0,5,459
10/26/2024,5,Breakfast,Aloo Prantha,1,0,0,4,320
10/26/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,355
10/26/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,341
10/27/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,326
10/27/2024,6,Lunch,Pudi White Channe,1,0,0,5,357
10/27/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,334
10/28/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,395
10/28/2024,0,Lunch,Rajma Rice,0,0,0,5,470
10/28/2024,0,Dinner,Aloo Gobhi,0,0,0,2,421
10/29/2024,1,Breakfast,Aloo Prantha,0,0,0,4,413
10/29/2024,1,Lunch,Black Channe Rice,0,0,0,3,459
10/29/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,454
10/30/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,424
10/30/2024,2,Lunch,Fried Rice,0,0,0,4,458
10/30/2024,2,Dinner,Paneer Bhurji,0,0,0,5,462
10/31/2024,3,Breakfast,Methi Prantha,0,0,0,2,399
10/31/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,431
10/31/2024,3,Dinner,Chana Masala,0,0,0,3,454
11/1/2024,4,Breakfast,Bread Pakoda/Poha,0,1,0,4,140
11/1/2024,4,Lunch,Channa Dal Rice,0,1,0,2,195
11/1/2024,4,Dinner,Cheese Chilli,0,1,0,5,229
11/2/2024,5,Breakfast,Aloo Prantha,1,0,0,4,304
11/2/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,376
11/2/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,322
11/3/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,309
11/3/2024,6,Lunch,Pudi White Channe,1,0,0,5,363
11/3/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,325
11/4/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,376
11/4/2024,0,Lunch,Rajma Rice,0,0,0,5,494
11/4/2024,0,Dinner,Aloo Gobhi,0,0,0,2,432
11/5/2024,1,Breakfast,Aloo Prantha,0,0,0,4,403
11/5/2024,1,Lunch,Black Channe Rice,0,0,0,3,428
11/5/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,454
11/6/2024,2,Breakfast,Macaroni/Sandwich,0,1,0,4,150
11/6/2024,2,Lunch,Fried Rice,0,1,0,4,224
11/6/2024,2,Dinner,Paneer Bhurji,0,1,0,5,212
11/7/2024,3,Breakfast,Methi Prantha,0,0,0,2,372
11/7/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,456
11/7/2024,3,Dinner,Chana Masala,0,0,0,3,458
11/8/2024,4,Breakfast,Bread Pakoda/Poha,0,1,0,4,158
11/8/2024,4,Lunch,Channa Dal Rice,0,1,0,2,197
11/8/2024,4,Dinner,Cheese Chilli,0,1,0,5,220
11/9/2024,5,Breakfast,Aloo Prantha,1,0,0,4,306
11/9/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,373
11/9/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,325
11/10/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,306
11/10/2024,6,Lunch,Pudi White Channe,1,0,0,5,356
11/10/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,350
11/11/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,405
11/11/2024,0,Lunch,Rajma Rice,0,0,0,5,488
11/11/2024,0,Dinner,Aloo Gobhi,0,0,0,2,448
11/12/2024,1,Breakfast,Aloo Prantha,0,0,0,4,412
11/12/2024,1,Lunch,Black Channe Rice,0,0,0,3,438
11/12/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,451
11/13/2024,2,Breakfast,Macaroni/Sandwich,0,1,0,4,178
11/13/2024,2,Lunch,Fried Rice,0,1,0,4,228
11/13/2024,2,Dinner,Paneer Bhurji,0,1,0,5,205
11/14/2024,3,Breakfast,Methi Prantha,0,0,0,2,389
11/14/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,437
11/14/2024,3,Dinner,Chana Masala,0,0,0,3,445
11/15/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,408
11/15/2024,4,Lunch,Channa Dal Rice,0,0,0,2,434
11/15/2024,4,Dinner,Cheese Chilli,0,0,0,5,476
11/16/2024,5,Breakfast,Aloo Prantha,1,0,0,4,312
11/16/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,371
11/16/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,319
11/17/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,312
11/17/2024,6,Lunch,Pudi White Channe,1,0,0,5,374
11/17/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,356
11/18/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,402
11/18/2024,0,Lunch,Rajma Rice,0,0,0,5,478
11/18/2024,0,Dinner,Aloo Gobhi,0,0,0,2,424
11/19/2024,1,Breakfast,Aloo Prantha,0,0,0,4,393
11/19/2024,1,Lunch,Black Channe Rice,0,0,0,3,437
11/19/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,447
11/20/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,401
11/20/2024,2,Lunch,Fried Rice,0,0,0,4,470
11/20/2024,2,Dinner,Paneer Bhurji,0,0,0,5,468
11/21/2024,3,Breakfast,Methi Prantha,0,0,0,2,393
11/21/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,435
11/21/2024,3,Dinner,Chana Masala,0,0,0,3,436
11/22/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,420
11/22/2024,4,Lunch,Channa Dal Rice,0,0,0,2,438
11/22/2024,4,Dinner,Cheese Chilli,0,0,0,5,480
11/23/2024,5,Breakfast,Aloo Prantha,1,0,0,4,311
11/23/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,377
11/23/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,326
11/24/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,312
11/24/2024,6,Lunch,Pudi White Channe,1,0,0,5,360
11/24/2024,6,Dinner,Aloo Sabji Rice,1,0,0,3,329
11/25/2024,0,Breakfast,Gobhi Prantha,0,0,0,3,403
11/25/2024,0,Lunch,Rajma Rice,0,0,0,5,482
11/25/2024,0,Dinner,Aloo Gobhi,0,0,0,2,420
11/26/2024,1,Breakfast,Aloo Prantha,0,0,0,4,408
11/26/2024,1,Lunch,Black Channe Rice,0,0,0,3,433
11/26/2024,1,Dinner,Sarso Ka Saag,0,0,0,3,451
11/27/2024,2,Breakfast,Macaroni/Sandwich,0,0,0,4,393
11/27/2024,2,Lunch,Fried Rice,0,0,0,4,475
11/27/2024,2,Dinner,Paneer Bhurji,0,0,0,5,472
11/28/2024,3,Breakfast,Methi Prantha,0,0,0,2,372
11/28/2024,3,Lunch,Aloo Matar Rice,0,0,0,3,443
11/28/2024,3,Dinner,Chana Masala,0,0,0,3,430
11/29/2024,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,401
11/29/2024,4,Lunch,Channa Dal Rice,0,0,0,2,446
11/29/2024,4,Dinner,Cheese Chilli,0,0,0,5,471
11/30/2024,5,Breakfast,Aloo Prantha,1,0,0,4,315
11/30/2024,5,Lunch,Dal Makhni Rotti,1,0,0,4,368
11/30/2024,5,Dinner,Aloo Matar Gajar,1,0,0,2,342
12/1/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,329
12/1/2024,6,Lunch,Pudi White Channe,1,0,1,5,364
12/1/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,347
12/2/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,387
12/2/2024,0,Lunch,Rajma Rice,0,0,1,5,491
12/2/2024,0,Dinner,Aloo Gobhi,0,0,1,2,442
12/3/2024,1,Breakfast,Aloo Prantha,0,0,1,4,400
12/3/2024,1,Lunch,Black Channe Rice,0,0,1,3,441
12/3/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,428
12/4/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,419
12/4/2024,2,Lunch,Fried Rice,0,0,1,4,448
12/4/2024,2,Dinner,Paneer Bhurji,0,0,1,5,475
12/5/2024,3,Breakfast,Methi Prantha,0,0,1,2,378
12/5/2024,3,Lunch,Aloo Matar Rice,0,0,1,3,436
12/5/2024,3,Dinner,Chana Masala,0,0,1,3,461
12/6/2024,4,Breakfast,Bread Pakoda/Poha,0,1,1,4,176
12/6/2024,4,Lunch,Channa Dal Rice,0,1,1,2,198
12/6/2024,4,Dinner,Cheese Chilli,0,1,1,5,232
12/7/2024,5,Breakfast,Aloo Prantha,1,0,1,4,324
12/7/2024,5,Lunch,Dal Makhni Rotti,1,0,1,4,357
12/7/2024,5,Dinner,Aloo Matar Gajar,1,0,1,2,323
12/8/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,311
12/8/2024,6,Lunch,Pudi White Channe,1,0,1,5,367
12/8/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,342
12/9/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,410
12/9/2024,0,Lunch,Rajma Rice,0,0,1,5,485
12/9/2024,0,Dinner,Aloo Gobhi,0,0,1,2,411
12/10/2024,1,Breakfast,Aloo Prantha,0,0,1,4,398
12/10/2024,1,Lunch,Black Channe Rice,0,0,1,3,462
12/10/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,435
12/11/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,411
12/11/2024,2,Lunch,Fried Rice,0,0,1,4,472
12/11/2024,2,Dinner,Paneer Bhurji,0,0,1,5,490
12/12/2024,3,Breakfast,Methi Prantha,0,0,1,2,393
12/12/2024,3,Lunch,Aloo Matar Rice,0,0,1,3,433
12/12/2024,3,Dinner,Chana Masala,0,0,1,3,448
12/13/2024,4,Breakfast,Bread Pakoda/Poha,0,0,1,4,425
12/13/2024,4,Lunch,Channa Dal Rice,0,0,1,2,427
12/13/2024,4,Dinner,Cheese Chilli,0,0,1,5,457
12/14/2024,5,Breakfast,Aloo Prantha,1,0,1,4,310
12/14/2024,5,Lunch,Dal Makhni Rotti,1,0,1,4,367
12/14/2024,5,Dinner,Aloo Matar Gajar,1,0,1,2,349
12/15/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,305
12/15/2024,6,Lunch,Pudi White Channe,1,0,1,5,390
12/15/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,345
12/16/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,409
12/16/2024,0,Lunch,Rajma Rice,0,0,1,5,467
12/16/2024,0,Dinner,Aloo Gobhi,0,0,1,2,419
12/17/2024,1,Breakfast,Aloo Prantha,0,0,1,4,399
12/17/2024,1,Lunch,Black Channe Rice,0,0,1,3,437
12/17/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,461
12/18/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,391
12/18/2024,2,Lunch,Fried Rice,0,0,1,4,461
12/18/2024,2,Dinner,Paneer Bhurji,0,0,1,5,471
12/19/2024,3,Breakfast,Methi Prantha,0,0,1,2,369
12/19/2024,3,Lunch,Aloo Matar Rice,0,0,1,3,459
12/19/2024,3,Dinner,Chana Masala,0,0,1,3,449
12/20/2024,4,Breakfast,Bread Pakoda/Poha,0,0,1,4,427
12/20/2024,4,Lunch,Channa Dal Rice,0,0,1,2,426
12/20/2024,4,Dinner,Cheese Chilli,0,0,1,5,466
12/21/2024,5,Breakfast,Aloo Prantha,1,0,1,4,313
12/21/2024,5,Lunch,Dal Makhni Rotti,1,0,1,4,368
12/21/2024,5,Dinner,Aloo Matar Gajar,1,0,1,2,334
12/22/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,330
12/22/2024,6,Lunch,Pudi White Channe,1,0,1,5,392
12/22/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,325
12/23/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,402
12/23/2024,0,Lunch,Rajma Rice,0,0,1,5,470
12/23/2024,0,Dinner,Aloo Gobhi,0,0,1,2,426
12/24/2024,1,Breakfast,Aloo Prantha,0,0,1,4,401
12/24/2024,1,Lunch,Black Channe Rice,0,0,1,3,451
12/24/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,454
12/25/2024,2,Breakfast,Macaroni/Sandwich,0,0,1,4,426
12/25/2024,2,Lunch,Fried Rice,0,0,1,4,445
12/25/2024,2,Dinner,Paneer Bhurji,0,0,1,5,461
12/26/2024,3,Breakfast,Methi Prantha,0,1,1,2,134
12/26/2024,3,Lunch,Aloo Matar Rice,0,1,1,3,207
12/26/2024,3,Dinner,Chana Masala,0,1,1,3,181
12/27/2024,4,Breakfast,Bread Pakoda/Poha,0,0,1,4,401
12/27/2024,4,Lunch,Channa Dal Rice,0,0,1,2,425
12/27/2024,4,Dinner,Cheese Chilli,0,0,1,5,470
12/28/2024,5,Breakfast,Aloo Prantha,1,0,1,4,325
12/28/2024,5,Lunch,Dal Makhni Rotti,1,0,1,4,352
12/28/2024,5,Dinner,Aloo Matar Gajar,1,0,1,2,316
12/29/2024,6,Breakfast,Paneer Pyaaz Prantha,1,0,1,5,313
12/29/2024,6,Lunch,Pudi White Channe,1,0,1,5,386
12/29/2024,6,Dinner,Aloo Sabji Rice,1,0,1,3,335
12/30/2024,0,Breakfast,Gobhi Prantha,0,0,1,3,397
12/30/2024,0,Lunch,Rajma Rice,0,0,1,5,479
12/30/2024,0,Dinner,Aloo Gobhi,0,0,1,2,417
12/31/2024,1,Breakfast,Aloo Prantha,0,0,1,4,393
12/31/2024,1,Lunch,Black Channe Rice,0,0,1,3,464
12/31/2024,1,Dinner,Sarso Ka Saag,0,0,1,3,427
1/1/2025,2,Breakfast,Macaroni/Sandwich,0,0,0,4,418
1/1/2025,2,Lunch,Fried Rice,0,0,0,4,473
1/1/2025,2,Dinner,Paneer Bhurji,0,0,0,5,488
1/2/2025,3,Breakfast,Methi Prantha,0,0,0,2,374
1/2/2025,3,Lunch,Aloo Matar Rice,0,0,0,3,447
1/2/2025,3,Dinner,Chana Masala,0,0,0,3,450
1/3/2025,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,429
1/3/2025,4,Lunch,Channa Dal Rice,0,0,0,2,418
1/3/2025,4,Dinner,Cheese Chilli,0,0,0,5,459
1/4/2025,5,Breakfast,Aloo Prantha,1,0,0,4,309
1/4/2025,5,Lunch,Dal Makhni Rotti,1,0,0,4,350
1/4/2025,5,Dinner,Aloo Matar Gajar,1,0,0,2,324
1/5/2025,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,326
1/5/2025,6,Lunch,Pudi White Channe,1,0,0,5,371
1/5/2025,6,Dinner,Aloo Sabji Rice,1,0,0,3,350
1/6/2025,0,Breakfast,Gobhi Prantha,0,0,0,3,400
1/6/2025,0,Lunch,Rajma Rice,0,0,0,5,479
1/6/2025,0,Dinner,Aloo Gobhi,0,0,0,2,419
1/7/2025,1,Breakfast,Aloo Prantha,0,0,0,4,408
1/7/2025,1,Lunch,Black Channe Rice,0,0,0,3,435
1/7/2025,1,Dinner,Sarso Ka Saag,0,0,0,3,437
1/8/2025,2,Breakfast,Macaroni/Sandwich,0,0,0,4,429
1/8/2025,2,Lunch,Fried Rice,0,0,0,4,443
1/8/2025,2,Dinner,Paneer Bhurji,0,0,0,5,485
1/9/2025,3,Breakfast,Methi Prantha,0,0,0,2,360
1/9/2025,3,Lunch,Aloo Matar Rice,0,0,0,3,462
1/9/2025,3,Dinner,Chana Masala,0,0,0,3,448
1/10/2025,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,420
1/10/2025,4,Lunch,Channa Dal Rice,0,0,0,2,435
1/10/2025,4,Dinner,Cheese Chilli,0,0,0,5,459
1/11/2025,5,Breakfast,Aloo Prantha,1,0,0,4,300
1/11/2025,5,Lunch,Dal Makhni Rotti,1,0,0,4,372
1/11/2025,5,Dinner,Aloo Matar Gajar,1,0,0,2,347
1/12/2025,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,319
1/12/2025,6,Lunch,Pudi White Channe,1,0,0,5,386
1/12/2025,6,Dinner,Aloo Sabji Rice,1,0,0,3,345
1/13/2025,0,Breakfast,Gobhi Prantha,0,0,0,3,380
1/13/2025,0,Lunch,Rajma Rice,0,0,0,5,492
1/13/2025,0,Dinner,Aloo Gobhi,0,0,0,2,431
1/14/2025,1,Breakfast,Aloo Prantha,0,0,0,4,403
1/14/2025,1,Lunch,Black Channe Rice,0,0,0,3,434
1/14/2025,1,Dinner,Sarso Ka Saag,0,0,0,3,437
1/15/2025,2,Breakfast,Macaroni/Sandwich,0,0,0,4,392
1/15/2025,2,Lunch,Fried Rice,0,0,0,4,469
1/15/2025,2,Dinner,Paneer Bhurji,0,0,0,5,460
1/16/2025,3,Breakfast,Methi Prantha,0,0,0,2,392
1/16/2025,3,Lunch,Aloo Matar Rice,0,0,0,3,441
1/16/2025,3,Dinner,Chana Masala,0,0,0,3,435
1/17/2025,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,400
1/17/2025,4,Lunch,Channa Dal Rice,0,0,0,2,440
1/17/2025,4,Dinner,Cheese Chilli,0,0,0,5,482
1/18/2025,5,Breakfast,Aloo Prantha,1,0,0,4,305
1/18/2025,5,Lunch,Dal Makhni Rotti,1,0,0,4,343
1/18/2025,5,Dinner,Aloo Matar Gajar,1,0,0,2,344
1/19/2025,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,330
1/19/2025,6,Lunch,Pudi White Channe,1,0,0,5,366
1/19/2025,6,Dinner,Aloo Sabji Rice,1,0,0,3,335
1/20/2025,0,Breakfast,Gobhi Prantha,0,0,0,3,392
1/20/2025,0,Lunch,Rajma Rice,0,0,0,5,473
1/20/2025,0,Dinner,Aloo Gobhi,0,0,0,2,432
1/21/2025,1,Breakfast,Aloo Prantha,0,0,0,4,407
1/21/2025,1,Lunch,Black Channe Rice,0,0,0,3,450
1/21/2025,1,Dinner,Sarso Ka Saag,0,0,0,3,430
1/22/2025,2,Breakfast,Macaroni/Sandwich,0,0,0,4,418
1/22/2025,2,Lunch,Fried Rice,0,0,0,4,473
1/22/2025,2,Dinner,Paneer Bhurji,0,0,0,5,471
1/23/2025,3,Breakfast,Methi Prantha,0,0,0,2,375
1/23/2025,3,Lunch,Aloo Matar Rice,0,0,0,3,426
1/23/2025,3,Dinner,Chana Masala,0,0,0,3,458
1/24/2025,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,402
1/24/2025,4,Lunch,Channa Dal Rice,0,0,0,2,417
1/24/2025,4,Dinner,Cheese Chilli,0,0,0,5,484
1/25/2025,5,Breakfast,Aloo Prantha,1,0,0,4,319
1/25/2025,5,Lunch,Dal Makhni Rotti,1,0,0,4,340
1/25/2025,5,Dinner,Aloo Matar Gajar,1,0,0,2,348
1/26/2025,6,Breakfast,Paneer Pyaaz Prantha,1,0,0,5,324
1/26/2025,6,Lunch,Pudi White Channe,1,0,0,5,378
1/26/2025,6,Dinner,Aloo Sabji Rice,1,0,0,3,346
1/27/2025,0,Breakfast,Gobhi Prantha,0,0,0,3,383
1/27/2025,0,Lunch,Rajma Rice,0,0,0,5,491
1/27/2025,0,Dinner,Aloo Gobhi,0,0,0,2,419
1/28/2025,1,Breakfast,Aloo Prantha,0,0,0,4,417
1/28/2025,1,Lunch,Black Channe Rice,0,0,0,3,452
1/28/2025,1,Dinner,Sarso Ka Saag,0,0,0,3,445
1/29/2025,2,Breakfast,Macaroni/Sandwich,0,0,0,4,429
1/29/2025,2,Lunch,Fried Rice,0,0,0,4,441
1/29/2025,2,Dinner,Paneer Bhurji,0,0,0,5,462
1/30/2025,3,Breakfast,Methi Prantha,0,0,0,2,381
1/30/2025,3,Lunch,Aloo Matar Rice,0,0,0,3,461
1/30/2025,3,Dinner,Chana Masala,0,0,0,3,451
1/31/2025,4,Breakfast,Bread Pakoda/Poha,0,1,0,4,142
1/31/2025,4,Lunch,Channa Dal Rice,0,1,0,2,172
1/31/2025,4,Dinner,Cheese Chilli,0,1,0,5,214
2/1/2025,5,Breakfast,Aloo Prantha,1,0,0,4,316
2/1/2025,5,Lunch,Dal Makhni Rotti,1,0,0,4,373
2/1/2025,5,Dinner,Aloo Matar Gajar,1,0,0,2,310
2/2/2025,6,Breakfast,Paneer Pyaaz Prantha,1,1,0,5,183
2/2/2025,6,Lunch,Pudi White Channe,1,1,0,5,211
2/2/2025,6,Dinner,Aloo Sabji Rice,1,1,0,3,177
2/3/2025,0,Breakfast,Gobhi Prantha,0,0,0,3,404
2/3/2025,0,Lunch,Rajma Rice,0,0,0,5,489
2/3/2025,0,Dinner,Aloo Gobhi,0,0,0,2,444
2/4/2025,1,Breakfast,Aloo Prantha,0,0,0,4,416
2/4/2025,1,Lunch,Black Channe Rice,0,0,0,3,450
2/4/2025,1,Dinner,Sarso Ka Saag,0,0,0,3,438
2/5/2025,2,Breakfast,Macaroni/Sandwich,0,0,0,4,418
2/5/2025,2,Lunch,Fried Rice,0,0,0,4,459
2/5/2025,2,Dinner,Paneer Bhurji,0,0,0,5,481
2/6/2025,3,Breakfast,Methi Prantha,0,0,0,2,360
2/6/2025,3,Lunch,Aloo Matar Rice,0,0,0,3,425
2/6/2025,3,Dinner,Chana Masala,0,0,0,3,450
2/7/2025,4,Breakfast,Bread Pakoda/Poha,0,0,0,4,412
